id,formula,elements,num_elements,has_transition_metals,families
GEN_05337,"{'Na': 0.41859662532806396, 'O': 0.465545117855072, 'Ti': 0.05172380432486534, 'V': 0.03556288406252861}","['V', 'Ti', 'Na', 'O']",4,2,['layered_oxide']
GEN_05338,"{'Fe': 0.015046987682580948, 'Na': 0.054119404405355453, 'O': 0.6507925391197205, 'P': 0.255010724067688, 'V': 0.022232461720705032}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05339,"{'Mn': 0.10765813291072845, 'Na': 0.15272687375545502, 'O': 0.5936376452445984, 'P': 0.038031961768865585, 'V': 0.07615506649017334}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05340,"{'Co': 0.019438758492469788, 'Fe': 0.028064677491784096, 'Na': 0.5922812819480896, 'O': 0.3601972758769989}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05341,"{'Fe': 0.015484648756682873, 'Li': 0.020022228360176086, 'Na': 0.1333124041557312, 'O': 0.6035518050193787, 'S': 0.010171884670853615, 'V': 0.18901345133781433}","['V', 'Li', 'O', 'Na', 'Fe', 'S']",6,2,"['high_entropy', 'sulfate']"
GEN_05342,"{'Co': 0.18952175974845886, 'Na': 0.3991985321044922, 'O': 0.41108208894729614}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05343,"{'Mn': 0.15909424424171448, 'Na': 0.28161025047302246, 'O': 0.49808263778686523, 'V': 0.05951767787337303}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05344,"{'Fe': 0.029190685600042343, 'Na': 0.2576478123664856, 'O': 0.555698573589325, 'P': 0.01133015938103199, 'V': 0.1445877104997635}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05345,"{'Co': 0.1726839244365692, 'Na': 0.3662436306476593, 'O': 0.4519904851913452}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05346,"{'Co': 0.08997409790754318, 'Fe': 0.04283380135893822, 'Na': 0.3938104510307312, 'O': 0.46975207328796387}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05347,"{'Mn': 0.017148157581686974, 'Na': 0.4130690395832062, 'O': 0.4413490295410156, 'V': 0.12802959978580475}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05348,"{'Co': 0.1641272008419037, 'Mn': 0.01774941012263298, 'Na': 0.26717516779899597, 'O': 0.5048812627792358, 'P': 0.024775154888629913}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05349,"{'Na': 0.08692201226949692, 'O': 0.6433272361755371, 'P': 0.17119109630584717, 'V': 0.08889351785182953}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05350,"{'Co': 0.09585849195718765, 'Fe': 0.018185531720519066, 'Na': 0.450071781873703, 'O': 0.4255029559135437}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05351,"{'Fe': 0.13131584227085114, 'Na': 0.41269564628601074, 'O': 0.44992750883102417}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05352,"{'Fe': 0.1391669511795044, 'Na': 0.31664377450942993, 'O': 0.4926987290382385, 'P': 0.020475666970014572, 'V': 0.017752112820744514}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05353,"{'Co': 0.016491658985614777, 'Fe': 0.020056115463376045, 'Na': 0.3280431926250458, 'O': 0.5141875743865967, 'P': 0.09366051852703094, 'V': 0.018869873136281967}","['V', 'O', 'Co', 'P', 'Na', 'Fe']",6,3,"['phosphate', 'high_entropy']"
GEN_05354,"{'Co': 0.2600679099559784, 'Na': 0.2801797688007355, 'O': 0.4581778645515442}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05355,"{'Na': 0.15986338257789612, 'O': 0.5948168039321899, 'P': 0.014153679832816124, 'V': 0.21843183040618896}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05356,"{'Co': 0.2485658973455429, 'Na': 0.17235597968101501, 'O': 0.5233668088912964, 'P': 0.05096720904111862}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_05357,"{'Na': 0.078907310962677, 'O': 0.6036964058876038, 'V': 0.31704381108283997}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05358,"{'Fe': 0.10061154514551163, 'Na': 0.4589076042175293, 'O': 0.4311811029911041}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05359,"{'Na': 0.13408517837524414, 'O': 0.5793669819831848, 'V': 0.28619080781936646}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05360,"{'Fe': 0.04183761775493622, 'Na': 0.2229313850402832, 'O': 0.5646913051605225, 'P': 0.014845249243080616, 'V': 0.15035273134708405}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05361,"{'Mn': 0.30306580662727356, 'Na': 0.1024111658334732, 'O': 0.5288788676261902, 'V': 0.05576375871896744}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05362,"{'Fe': 0.12697450816631317, 'Na': 0.2641400396823883, 'O': 0.5231980085372925, 'P': 0.07383064180612564}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_05363,"{'Fe': 0.15474432706832886, 'Na': 0.20865270495414734, 'O': 0.5489824414253235, 'P': 0.05706975981593132, 'V': 0.02540367655456066}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05364,"{'Mn': 0.20773711800575256, 'Na': 0.30638816952705383, 'O': 0.4705827832221985, 'V': 0.012002069503068924}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05365,"{'Fe': 0.01805250532925129, 'Na': 0.1105777770280838, 'O': 0.6026846170425415, 'V': 0.2586580216884613}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05366,"{'Na': 0.14143793284893036, 'O': 0.5840007066726685, 'V': 0.27346619963645935}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05367,"{'Mn': 0.06086191162467003, 'Na': 0.09395881742238998, 'O': 0.6566110253334045, 'P': 0.012251838110387325, 'V': 0.1747642159461975}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05368,"{'Na': 0.29147547483444214, 'O': 0.4987863004207611, 'V': 0.20947033166885376}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05369,"{'Na': 0.5149285793304443, 'O': 0.3899434208869934, 'V': 0.09208305180072784}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05370,"{'Co': 0.09583966434001923, 'Mn': 0.08632193505764008, 'Na': 0.20346632599830627, 'O': 0.5542121529579163, 'P': 0.03340355306863785}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05371,"{'Fe': 0.04369405284523964, 'Na': 0.08792545646429062, 'O': 0.6168904900550842, 'P': 0.23967601358890533}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_05372,"{'Co': 0.1781684011220932, 'Na': 0.29836025834083557, 'O': 0.49901512265205383, 'P': 0.01800364814698696}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_05373,"{'Mn': 0.01805920898914337, 'Na': 0.09498422592878342, 'O': 0.6300227642059326, 'P': 0.014321757480502129, 'V': 0.23843489587306976}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05374,"{'Co': 0.042046718299388885, 'Na': 0.20655176043510437, 'O': 0.571860134601593, 'P': 0.15151911973953247, 'V': 0.012395823374390602}","['V', 'O', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05375,"{'Li': 0.015672173351049423, 'Na': 0.07125546038150787, 'O': 0.6260069012641907, 'V': 0.285704106092453}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_05376,"{'Fe': 0.1708369106054306, 'Na': 0.39972448348999023, 'O': 0.4293508529663086}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05377,"{'Fe': 0.25529247522354126, 'Na': 0.22874276340007782, 'O': 0.5147762894630432}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05378,"{'Na': 0.14894640445709229, 'O': 0.5769829154014587, 'V': 0.2689209282398224}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05379,"{'Na': 0.09840616583824158, 'O': 0.6083121299743652, 'P': 0.014506910927593708, 'V': 0.2740451693534851}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05380,"{'Co': 0.10715091228485107, 'Mg': 0.0928775891661644, 'Mn': 0.012103148736059666, 'Na': 0.2975253462791443, 'O': 0.46999916434288025}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_05381,"{'Na': 0.08601627498865128, 'O': 0.6172228455543518, 'V': 0.29534435272216797}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05382,"{'Fe': 0.19894827902317047, 'Na': 0.27572569251060486, 'O': 0.511631190776825}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05383,"{'Na': 0.26605355739593506, 'O': 0.5225341320037842, 'V': 0.21064822375774384}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05384,"{'Fe': 0.10321155935525894, 'Na': 0.35160890221595764, 'O': 0.4944561719894409, 'V': 0.03993264213204384}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05385,"{'Co': 0.08552645891904831, 'Fe': 0.02067473717033863, 'Na': 0.5006303191184998, 'O': 0.39242270588874817}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05386,"{'Na': 0.0462118498980999, 'O': 0.6391640901565552, 'P': 0.18451698124408722, 'V': 0.11402963101863861}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05387,"{'Na': 0.05229804664850235, 'O': 0.6446139216423035, 'P': 0.020121049135923386, 'V': 0.27966660261154175}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05388,"{'Na': 0.08499684929847717, 'O': 0.6366295218467712, 'P': 0.24861712753772736, 'V': 0.014367738738656044}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05389,"{'Na': 0.3027718961238861, 'O': 0.4899371564388275, 'V': 0.20704488456249237}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05390,"{'Co': 0.21884779632091522, 'Na': 0.25634512305259705, 'O': 0.4806162118911743, 'P': 0.020826851949095726}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_05391,"{'Mn': 0.04393082484602928, 'Na': 0.2639009952545166, 'O': 0.5094891786575317, 'V': 0.06689813733100891}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05392,"{'Co': 0.028505925089120865, 'Mn': 0.010123880580067635, 'Na': 0.11391530930995941, 'O': 0.590079665184021, 'P': 0.17892298102378845, 'V': 0.036773230880498886}","['V', 'O', 'Mn', 'Co', 'P', 'Na']",6,3,"['phosphate', 'high_entropy']"
GEN_05393,"{'Co': 0.10559273511171341, 'Na': 0.3887193500995636, 'O': 0.46978244185447693, 'P': 0.021941864863038063}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_05394,"{'Fe': 0.14250756800174713, 'Na': 0.3938353359699249, 'O': 0.4607709050178528}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05395,"{'Na': 0.08854909986257553, 'O': 0.6069504618644714, 'V': 0.3026075065135956}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05396,"{'Fe': 0.1545305848121643, 'Na': 0.36974555253982544, 'O': 0.47219616174697876}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05397,"{'Mn': 0.22838476300239563, 'Na': 0.2989200949668884, 'O': 0.45855334401130676, 'V': 0.01249605044722557}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05398,"{'Co': 0.1314794272184372, 'Na': 0.14967584609985352, 'O': 0.5618861317634583, 'P': 0.12387445569038391}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_05399,"{'Fe': 0.13625068962574005, 'Na': 0.3763459026813507, 'O': 0.474222868680954}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05400,"{'Na': 0.22576133906841278, 'O': 0.5327540636062622, 'V': 0.24089258909225464}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05401,"{'Co': 0.19755156338214874, 'Na': 0.3026122450828552, 'O': 0.4844479262828827}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05402,"{'Na': 0.22131624817848206, 'O': 0.5379818677902222, 'V': 0.24023926258087158}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05403,"{'Co': 0.010927203111350536, 'Mg': 0.016363535076379776, 'Mn': 0.062456633895635605, 'Na': 0.4793744385242462, 'O': 0.4234224259853363}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_05404,"{'Na': 0.15866345167160034, 'O': 0.5892488360404968, 'P': 0.012249401770532131, 'V': 0.2331358939409256}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05405,"{'Fe': 0.09024294465780258, 'Na': 0.5370662212371826, 'O': 0.3726305663585663}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05406,"{'Na': 0.07774719595909119, 'O': 0.6033183932304382, 'V': 0.3183026611804962}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05407,"{'Na': 0.06631787121295929, 'O': 0.6215537190437317, 'P': 0.045343831181526184, 'V': 0.256906121969223}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05408,"{'Mn': 0.024693582206964493, 'Na': 0.6655870079994202, 'O': 0.3050684332847595}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_05409,"{'Co': 0.2066543996334076, 'Na': 0.3082585036754608, 'O': 0.4731724262237549}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05410,"{'Co': 0.17127671837806702, 'Na': 0.3844303786754608, 'O': 0.43807801604270935}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05411,"{'Na': 0.11796005070209503, 'O': 0.6251767873764038, 'P': 0.057520702481269836, 'V': 0.19054000079631805}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05412,"{'Na': 0.17360015213489532, 'O': 0.568329930305481, 'V': 0.2571709454059601}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05413,"{'Co': 0.2895927131175995, 'Mn': 0.010415499098598957, 'Na': 0.08872643113136292, 'O': 0.5735422968864441, 'P': 0.023408493027091026}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05414,"{'Fe': 0.04529574140906334, 'Na': 0.15202510356903076, 'O': 0.5703518986701965, 'V': 0.2242838740348816}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05415,"{'Na': 0.17760053277015686, 'O': 0.5582714676856995, 'V': 0.26404547691345215}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05416,"{'Mn': 0.02962343581020832, 'Na': 0.06695149093866348, 'O': 0.6715861558914185, 'P': 0.11853481829166412, 'V': 0.10863734036684036}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05417,"{'Mn': 0.011590799316763878, 'Na': 0.08184554427862167, 'O': 0.6574834585189819, 'P': 0.07327120006084442, 'V': 0.17198505997657776}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05418,"{'Fe': 0.024996593594551086, 'Na': 0.24489189684391022, 'O': 0.5527968406677246, 'P': 0.01397258136421442, 'V': 0.15475916862487793}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05419,"{'Fe': 0.0871630311012268, 'Na': 0.3194357752799988, 'O': 0.503528356552124, 'P': 0.025449421256780624, 'V': 0.03533175215125084}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05420,"{'Mn': 0.32622405886650085, 'Na': 0.14762268960475922, 'O': 0.5130585432052612, 'V': 0.010476049967110157}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05421,"{'Na': 0.12955597043037415, 'O': 0.59796142578125, 'V': 0.27026233077049255}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05422,"{'Co': 0.22241409122943878, 'Na': 0.293040007352829, 'O': 0.47968146204948425}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05423,"{'Na': 0.2077663689851761, 'O': 0.5633277893066406, 'V': 0.22156861424446106}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05424,"{'Co': 0.12903647124767303, 'Na': 0.43200334906578064, 'O': 0.43123316764831543}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05425,"{'Fe': 0.058280717581510544, 'Na': 0.4906519055366516, 'O': 0.4270975887775421, 'V': 0.011699755676090717}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05426,"{'C': 0.012610264122486115, 'Li': 0.014138348400592804, 'Mn': 0.17325812578201294, 'Na': 0.08034548908472061, 'O': 0.5938475728034973, 'P': 0.012034785933792591, 'V': 0.08620090037584305}","['C', 'V', 'Li', 'O', 'Mn', 'Na', 'P']",7,2,"['phosphate', 'high_entropy']"
GEN_05427,"{'Li': 0.030152566730976105, 'Mn': 0.061143241822719574, 'Na': 0.09611322730779648, 'O': 0.6043257117271423, 'V': 0.20176655054092407}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_05428,"{'Na': 0.07325828075408936, 'O': 0.6154290437698364, 'V': 0.3093193769454956}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05429,"{'Fe': 0.20141153037548065, 'Na': 0.21041305363178253, 'O': 0.5315809845924377, 'V': 0.04892067238688469}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05430,"{'Fe': 0.14230495691299438, 'Na': 0.3639598488807678, 'O': 0.48328065872192383}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05431,"{'Li': 0.013116015121340752, 'Mn': 0.24882860481739044, 'Na': 0.15717469155788422, 'O': 0.5343080759048462, 'V': 0.011714127846062183}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_05432,"{'Fe': 0.207524374127388, 'Na': 0.24172911047935486, 'O': 0.5304116606712341, 'V': 0.017068414017558098}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05433,"{'Fe': 0.010899466462433338, 'Na': 0.1780070811510086, 'O': 0.5975685715675354, 'P': 0.06437736749649048, 'V': 0.14369945228099823}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05434,"{'Na': 0.03719623386859894, 'O': 0.675401508808136, 'P': 0.01822105422616005, 'V': 0.26095354557037354}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05435,"{'Fe': 0.06187960505485535, 'Na': 0.5825990438461304, 'O': 0.35495635867118835}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05436,"{'Na': 0.035033538937568665, 'O': 0.6261445879936218, 'V': 0.3341769874095917}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05437,"{'Na': 0.29474639892578125, 'O': 0.5038264393806458, 'V': 0.19887754321098328}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05438,"{'Fe': 0.14046166837215424, 'Na': 0.41470783948898315, 'O': 0.4422965943813324}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05439,"{'Co': 0.013482772745192051, 'Na': 0.5068767666816711, 'O': 0.42992132902145386, 'P': 0.014738071709871292, 'V': 0.012913565151393414}","['V', 'O', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05440,"{'Co': 0.05282464250922203, 'Fe': 0.023372331634163857, 'Na': 0.5196065902709961, 'O': 0.40259525179862976}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05441,"{'Na': 0.16311673820018768, 'O': 0.5874664783477783, 'P': 0.016403336077928543, 'V': 0.2211487889289856}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05442,"{'Na': 0.09763059765100479, 'O': 0.6054519414901733, 'V': 0.29399368166923523}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05443,"{'Na': 0.10252197086811066, 'O': 0.6034222841262817, 'V': 0.2927696108818054}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05444,"{'Co': 0.20654788613319397, 'Na': 0.2857244908809662, 'O': 0.48701366782188416, 'P': 0.015675026923418045}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_05445,"{'Fe': 0.26115456223487854, 'Na': 0.2087906002998352, 'O': 0.5230740308761597}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05446,"{'Na': 0.03851490840315819, 'O': 0.6237990856170654, 'V': 0.3333340585231781}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05447,"{'Co': 0.0526156947016716, 'Fe': 0.016699058935046196, 'Na': 0.5433745980262756, 'O': 0.38690173625946045}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05448,"{'Co': 0.30067071318626404, 'Na': 0.24011483788490295, 'O': 0.45890504121780396}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05449,"{'Na': 0.039063967764377594, 'O': 0.6779559850692749, 'P': 0.22893479466438293, 'V': 0.040420662611722946}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05450,"{'Co': 0.03753569349646568, 'Na': 0.6395778059959412, 'O': 0.3217959702014923}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05451,"{'Na': 0.20784297585487366, 'O': 0.5627710223197937, 'V': 0.2206062525510788}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05452,"{'Li': 0.2388305813074112, 'Mn': 0.19620533287525177, 'Na': 0.1020946130156517, 'O': 0.44422781467437744, 'V': 0.014658902771770954}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_05453,"{'Fe': 0.012147258967161179, 'Na': 0.333593487739563, 'O': 0.49425753951072693, 'V': 0.13540028035640717}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05454,"{'Na': 0.29969921708106995, 'O': 0.49775752425193787, 'V': 0.20137900114059448}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05455,"{'Co': 0.06225341930985451, 'Fe': 0.015619362704455853, 'Na': 0.23905016481876373, 'O': 0.5499451160430908, 'P': 0.12375441938638687}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05456,"{'Fe': 0.23490451276302338, 'Na': 0.22239558398723602, 'O': 0.5322617888450623}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05457,"{'Li': 0.11715351045131683, 'Mn': 0.15254878997802734, 'Na': 0.06920259445905685, 'O': 0.5502855777740479, 'V': 0.08937989175319672}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_05458,"{'Na': 0.09252526611089706, 'O': 0.6568439602851868, 'P': 0.1416236162185669, 'V': 0.09948921203613281}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05459,"{'Mn': 0.1920003741979599, 'Na': 0.26806291937828064, 'O': 0.48479485511779785, 'V': 0.021865321323275566}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05460,"{'Co': 0.02094762586057186, 'Fe': 0.06349503248929977, 'Na': 0.49377575516700745, 'O': 0.42088037729263306}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05461,"{'Co': 0.024138210341334343, 'Mg': 0.018189812079072, 'Mn': 0.15200269222259521, 'Na': 0.3169173002243042, 'O': 0.47658365964889526}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_05462,"{'Mn': 0.010639083571732044, 'Na': 0.26376739144325256, 'O': 0.5466413497924805, 'P': 0.04924056679010391, 'V': 0.0991257056593895}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_05463,"{'Fe': 0.04219276085495949, 'Na': 0.22306957840919495, 'O': 0.5575793385505676, 'P': 0.148644357919693, 'V': 0.023389767855405807}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05464,"{'Na': 0.12682940065860748, 'O': 0.5950724482536316, 'V': 0.2731975018978119}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05465,"{'Co': 0.2515493631362915, 'Na': 0.2273179143667221, 'O': 0.5053624510765076}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_05466,"{'Fe': 0.11972707509994507, 'Na': 0.3791872262954712, 'O': 0.47297754883766174, 'V': 0.023246126249432564}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05467,"{'Na': 0.2028045803308487, 'O': 0.5553489327430725, 'P': 0.029975617304444313, 'V': 0.18881025910377502}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05468,"{'Co': 0.11481258273124695, 'Mg': 0.024305613711476326, 'Mn': 0.013513373211026192, 'Na': 0.39612796902656555, 'O': 0.44534337520599365}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_05469,"{'Fe': 0.023680079728364944, 'Na': 0.20849555730819702, 'O': 0.5861393213272095, 'P': 0.031185589730739594, 'V': 0.14675599336624146}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_05470,"{'Co': 0.17278382182121277, 'Mn': 0.010727541521191597, 'Na': 0.3313864767551422, 'O': 0.48115161061286926}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_05471,"{'Na': 0.433030903339386, 'O': 0.4190388321876526, 'V': 0.14420431852340698}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05472,"{'Co': 0.02019849605858326, 'Fe': 0.09296027570962906, 'Na': 0.4326630234718323, 'O': 0.448191374540329}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_05473,"{'Na': 0.21784645318984985, 'O': 0.5620772838592529, 'P': 0.1694866120815277, 'V': 0.03917298465967178}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_05474,"{'Fe': 0.11945151537656784, 'Na': 0.48432657122612, 'O': 0.39606335759162903}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05475,"{'Na': 0.07474225759506226, 'O': 0.6214225888252258, 'V': 0.299556702375412}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05476,"{'Li': 0.722644567489624, 'Mn': 0.020495951175689697, 'Na': 0.052528854459524155, 'O': 0.18963049352169037, 'V': 0.011142817325890064}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_05477,"{'Na': 0.2734074294567108, 'O': 0.5097435712814331, 'V': 0.21656501293182373}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_05478,"{'Fe': 0.16262492537498474, 'Na': 0.3343740403652191, 'O': 0.49062368273735046}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_05479,"{'Na': 0.3716750741004944, 'O': 0.46971362829208374, 'V': 0.15125329792499542}","['V', 'Na', 'O']",3,1,['layered_oxide']
